PC1,PC2,PC3,PC4,PC5,Price
-0.03692804072133631,1.1549642066497479,-1.458338540898286,0.216111573777428,0.6624302826672553,225542.0184
-1.3164351284314277,0.03744969713328826,0.6515186097536537,1.1872715114248271,-1.0965705639018986,206050.2198
-2.2614319629972046,1.164125317216184,0.6961922326198047,-1.7367173487611192,-0.3375915173026815,158839.4141
1.174471666924096,1.3905912633352806,0.40340587259458766,0.02116142358051929,-0.4708475617783625,413218.8644
-0.7006029618150458,-0.05099896688280878,-0.5753282769822307,-0.1383080941557166,-1.4255402321007207,197193.796
-0.4221125983033033,0.018482042777247125,1.738986593900489,-0.008239295741052909,-1.170224079148116,273247.2535
-0.7870845016837742,1.6834350091727837,-0.5456331119419006,0.7539268024396978,0.003918920968248167,262492.94
-0.4219154255185179,-2.1919970485783646,1.9635270863525658,-2.3966816590080535,2.113283465920769,562484.0227
2.743182684919598,-0.07475846252313632,0.0951834559961683,0.03299813590171604,-1.169830435566169,349391.2377
-1.0808609041217396,0.3354477643335799,-0.9780007404230711,-0.968130935691887,-2.3757448125207037,159395.7219
-0.8002890381387577,1.9173909951403956,0.2651788618598575,1.4387841286200078,0.8126703314032518,203564.234
-0.0027721550959423614,-1.029914376492229,1.356181016743733,-1.9074488864305756,0.08457474530998922,354353.6387
-1.39196248659375,0.6468517853951982,0.3185164894196317,-0.028844020074870955,0.11314024347812443,161533.5785
2.280389425864476,0.7770147788627948,-0.5563620888356776,0.28208927223747493,0.8749328900225829,283822.2283
-0.9468374319194789,-0.35789349331209924,0.23020187254345081,-1.0430968618203178,-0.5695196968215703,144490.858
-1.3013000763315894,1.929020573688036,0.15501094387260142,-1.452504692993564,-0.5561222454917442,182140.9594
2.6742689330056946,-1.3543111640623446,-0.4564371064738606,-0.22406137883620925,1.3790650658543704,459567.602
-0.3587355044702652,-2.491622718301497,-1.553647938610313,-1.0858607682135963,-0.42477415125424656,279109.5484
-0.2592998313700336,-0.4096178316494966,0.5470542592015601,1.6019009966721618,-0.2219549525542485,363057.9952
0.751840893130455,0.25987414153628563,-0.5352169721578158,-1.7614382505637143,0.6048979740889437,300974.5539
2.067855193596391,0.6433928220404834,1.0123408635300162,1.8365589181427708,0.2747706915365331,362917.3377
0.2344956508255349,-0.48460654864008273,-0.6975100075211358,-1.0272795581813237,-0.28997217677684733,343937.572
-1.3086360066469565,1.2324876526857755,-0.43977230332410155,-0.11104770745030106,-2.0014600467960917,258216.0685
-0.7598373662301731,2.546792292359091,-1.0662364408140075,0.029671745368770413,0.2449253862904273,91763.35075
-0.17840403195916518,0.8474225994502576,0.9850397794661947,-1.1602483866073305,-1.4777663095983198,380733.0623
1.6270069764504074,-0.4078566275062378,0.20822929091538575,0.1519377407908371,0.2575596466848872,650641.7431
0.8969852098269312,0.30167717633818125,0.4817814521115189,-1.2699088741763138,0.2280465559461516,303786.0932
-0.4535318051929889,1.5041296527512944,1.8524564386897762,1.0914901961684862,-0.024253094981801823,344545.4984
